"Departement";"Code";"Dienstabteilung";"Konto";"Bezeichnung";"Rechnung 2011 Fr.";"Budget 2012 Fr.";"Budget 2013 Fr.";"Abweichung zum Vorjahr Fr.";"Bezeichnung (sofern gemäss Art. 4 FVO erforderlich)"
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3911 0000";"Vergütung an SBMV für Material/Dienstleistungen";"200’129.25";"222’900";"163’600";"+59’300";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3913 0000";"Vergütung an IMMO für Raumkosten";"1’166’360.00";"1’165’200";"1’165’200";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3914 0000";"Vergütung an IMMO für Verwaltungsparkplätze";"29’160.00";"29’200";"29’200";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3915 0000";"Vergütung an IMMO für Dienstfahrzeuge";"1’400.00";"2’000";"1’000";"+1’000";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3983 0000";"Vergütung an Finanzverwaltung für Annuitätenverpflichtung gegenüber der Pensionskasse (Ablösung Leistungsprimat 1995)";"2’730’607.00";"2’730’600";"2’730’600";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"4273 0000";"Vergütung für Benutzung von Verwaltungsparkplätzen";"-8’174.00";"-9’900";"-9’000";-900;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"4340 0000";"Benutzungsgebühren und Dienstleistungen";"-54’875.20";"-51’000";"-51’000";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"4350 0000";"Verkäufe";"-49’029.41";"-51’000";"-51’000";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"4360 0000";"Rückerstattungen Dritter";"-5’607.25";"-10’000";"-5’000";"-5’000";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"4366 0000";"Versicherungs- und Haftpflichtleistungen für das Personal";"-86’519.85";"-71’400";"-118’100";"+46’700";"Siehe Begründung zu Konto 3010 0000."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"4367 0000";"Rückerstattungen von Personalaufwendungen";-480;;;;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"4399 0000";"Übrige Entgelte";-116.95;;;;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"4600 0000";"Beiträge des Bundes";"-10’696.85";;;;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";564000;"Einmaliger Beitrag an Pestalozzigesellschaft";"400’000.00";"370’000";"1’000’000";"-630’000";"Anstehende Investitionen wie bspw. Umstellung der noch nicht renovierten Bibliotheken auf das elektronische Verbuchungssystem RFID und Renovation der Filiale Höngg, sofern geeignete Räumlichkeiten gefunden werden. Der geplante Umbau der Filiale Affoltern im 2013 ist abhängig vom Baufortschritt Um-/Ausbau “Zehntenhaus”."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";564001;"Beiträge an Zentralbibliothek";"726’796.78";"851’400";"842’700";"+8’700";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";;"Aufwand";"24’446’265.49";"20’809’100";"23’018’300";"-2’209’200";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";;"Ertrag";"-24’781’317.79";"-21’137’600";"-23’271’400";"+2’133’800";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";;"Saldo (+ Aufwandüberschuss/- Ertragsüberschuss)";"-335’052.30";"-328’500";"-253’100";"-75’400";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3010 0000";"Löhne des Verwaltungs- und Betriebspersonals";"3’126’914.10";"3’162’500";"3’160’900";"+1’600";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3012 0000";"Löhne des Personals in Ausbildung";"35’176.85";"33’400";"39’000";"-5’600";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3030 0000";"Sozialversicherungsbeiträge";"232’827.85";"237’000";"236’700";300;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3040 0000";"Personalversicherungsbeiträge";"388’855.05";"352’300";"349’600";"+2’700";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3050 0000";"Unfall- und Krankenversicherungsbeiträge";"7’092.95";"6’700";"6’800";-100;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3060 0000";"Dienstkleider und Dienstkleiderentschädigungen";371.2;500;500;;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3062 0000";"Verpflegungszulagen";"20’500.00";"42’600";"45’000";"-2’400";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3080 0000";"Entschädigungen für temporäre Arbeitskräfte";"21’708.15";;;;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3091 0000";"Aus- und Weiterbildung des Personals";"5’546.00";"5’000";"5’000";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3092 0000";"Personalwerbung";388.8;;;;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3096 0000";"Verbilligungen für das Personal";;"4’500";"4’800";-300;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3099 0000";"Übriger Personalaufwand";"143’095.94";"165’000";"140’000";"+25’000";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3100 0000";"Büromaterial";"4’555’751.40";"3’938’100";"4’800’000";"-861’900";"Die städtischen Dienstabteilungen budgetieren auf ihrem Konto 3911 lediglich einen Gesamtbetrag in Form einer «Umsatzankündigung». Dieser Betrag wird nicht weiter auf einzelne Artikel aufgeschlüsselt. Für die SBMV ist somit nicht erkennbar, welcher Anteil dieser «Umsatzankündigung» bspw. auf Büromaterial oder Drucksachen etc. entfällt. Sie budgetiert auf den einzelnen Aufwandkonten daher aufgrund von Erfahrungswerten aus den Vorjahren. Der von den Dienstabteilungen bestellte «Artikelmix» variiert von Jahr zu Jahr. Eine genauere Prognose ist bei den derzeit eingesetzten städtischen Systemen und angewendeten Pro-zessen nicht möglich."
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3101 0000";"Druck-, Reproduktions- und Vervielfältigungskosten";"2’234’709.19";"2’700’000";"2’400’000";"+300’000";"Gleiche Begründung wie zu Konto 3100 0000."
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3102 0000";"Fachliteratur und Zeitschriften";"1’087.10";"2’000";"2’000";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3103 0000";"Lehrmittel";"6’057’414.81";"5’856’400";"7’521’200";"-1’664’800";"Mehrbedarf aufgrund steigender Schülerzahlen wie vom Schulamt gemäss ZK1/2012 beantragt."
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3110 0000";"Anschaffungen Büromaschinen und -geräte";"281’540.77";"450’000";"300’000";"+150’000";"Gleiche Begründung wie zu Konto 3100 0000."
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3111 0000";"Anschaffungen Maschinen, Geräte, Fahrzeuge";"754’305.33";"1’600’000";"1’188’400";"+411’600";"Gleiche Begründung wie zu Konto 3100 0000."
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3112 0000";"Anschaffungen IT-Anlagen Hardware";927.55;"1’500";;"+1’500";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3114 0000";"Anschaffungen Kleider, Wäsche und Vorhänge";"1’613.45";"3’000";"2’000";"+1’000";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3119 0000";"Anschaffungen übrige Mobilien";"432’157.84";"350’000";"400’000";"-50’000";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3130 0000";"Betriebs-, Verbrauchs- und Produktionsmaterialien";"157’538.40";"120’000";"160’000";"-40’000";"Gleiche Begründung wie zu Konto 3100 0000."
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3136 0000";"Medizinische Bedürfnisse";"46’399.40";"55’000";"45’000";"+10’000";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3150 0000";"Unterhalt Büromaschinen und -geräte";"4’315’380.62";"200’000";"900’000";"-700’000";"Die Abrechnungen für Kopier- und Multifunktionsgeräte an den Schulen werden neu über die SBMV abgewickelt. Diese Dienstleistung ist für die Schulen eine deutliche administrative Erleichterung."
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3151 0000";"Unterhalt Maschinen, Geräte, Fahrzeuge";"99’788.30";"100’000";"100’000";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3152 0000";"Unterhalt IT-Anlagen Hardware";648.02;"1’500";;"+1’500";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3159 0000";"Unterhalt übrige Mobilien";"5’565.00";"10’000";"10’000";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3160 0000";"Miete und Pacht von Liegenschaften";50;;;;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3170 0000";"Reise- und Spesenentschädigungen des Personals";"7’129.90";"5’000";"5’000";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3180 0000";"Entschädigungen für Dienstleistungen Dritter";"170’494.60";"250’000";"195’000";"+55’000";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3181 0000";"Post- und Telekommunikationsgebühren";"23’881.27";"2’500";"2’500";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3184 0000";"Sachversicherungsprämien";"7’604.70";"8’100";"3’400";"+4’700";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3186 0000";"Entschädigungen für Dienstleistungen Dritter im Zusammenhang mit Projektbegleitung, -beratung und Organisationsentwicklung";;;"20’000";"-20’000";"Kosten für Submissionen (Beratung und Ausführung)"
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3189 0000";"Entschädigungen für IT-Leistungen Dritter";"111’930.00";"10’000";;"+10’000";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3196 0000";"Abgeltung von Rechten";"20’148.30";"20’000";"20’000";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3197 0000";"Mitgliederbeiträge";426.5;"1’000";"1’000";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3199 0000";"Übriger Sachaufwand";"20’825.10";;;;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3310 0000";"Ordentliche Abschreibungen auf Investitionen und Sachgütern des VV";"77’493.00";"69’800";"62’800";"+7’000";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3900 0000";"Vergütung an HRZ für Aus- und Weiterbildung";"5’450.00";"5’000";"5’000";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3910 0000";"Vergütung an OIZ für IT-Leistungen";"185’527.00";"159’000";;"+159’000";"Die Verwaltungsinformatik der Dienstabteilungen wird künftig weitgehend unter eine zentrale Führung im Departementssekretariat gestellt. Dadurch sollen insbesondere die Prozessteuerung in der IT Entwicklung erleichtert sowie allfällige dienstabteilungsübergreifenden Synergien besser ausgeschöpft werden. Mit dieser Massnahme folgt das SSD einer Empfehlung der OIZ. Der Vollzug der Zentralisierung erfordert die Verschiebung von Sachkosten in die Zentrale Verwaltung des SSD."
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3911 0200";"Büromaterial, Druck-, Reproduktions- und Vervielfältigungskosten usw. für Eigenbedarf";"86’254.05";"80’000";"80’000";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3912 0000";"Vergütung an RVZ für Versicherungsprämien";;;"5’000";"-5’000";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3913 0000";"Vergütung an IMMO für Raumkosten";"547’032.00";"547’000";"547’000";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3914 0000";"Vergütung an IMMO für Verwaltungsparkplätze";"7’200.00";"7’200";"7’200";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"3983 0000";"Vergütung an Finanzverwaltung für Annuitätenverpflichtung gegenüber der Pensionskasse (Ablösung Leistungsprimat 1995)";"247’515.00";"247’500";"247’500";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"4350 0000";"Verkäufe";"-988’390.35";"-1’500’000";"-1’020’000";"-480’000";"Die SBMV erhält von städt. subventionierten Institutionen, Non-Profit-Unternehmen, Stiftungen und von der Immo, AHB (Investitionen) für Lieferungen und Leistungen für dieses Konto im Gegensatz zum Konto 4911 keine Umsatzankündigung der Bezüger. Der Umfang des Ertrags wird aufgrund von Ist-Werten der Vorjahre budgetiert."
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"4360 0000";"Rückerstattungen Dritter";"-594’672.98";"-575’000";"-575’000";;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"4361 0000";"Sachversicherungsleistungen";"-14’702.40";-500;-500;;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"4366 0000";"Versicherungs- und Haftpflichtleistungen für das Personal";"-27’312.40";"-18’600";"-27’000";"+8’400";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"4399 0000";"Übrige Entgelte";"-105’757.41";;;;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"4911 0000";"Vergütung für Material/Dienstleistungen";"-20’130’482.25";"-16’323’500";"-18’928’900";"+2’605’400";
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"4980 0891";"Vergütung der Gesamtverwaltung für Abgeltung von gewährten Rabatten";"-200’000.00";;;;
"Schul- und Sportdepartement";5005;"Schul- und Sportdepartement";"4980 0892";"Vergütung des Schulamtes für Dienstleistungen im Schulbereich";"-2’720’000.00";"-2’720’000";"-2’720’000";;
"Schul- und Sportdepartement";5010;"Schulamt";;"Aufwand";"713’380’148.21";"733’552’200";"778’165’500";"-44’613’300";
"Schul- und Sportdepartement";5010;"Schulamt";;"Ertrag";"-72’621’374.68";"-71’335’400";"-70’085’900";"-1’249’500";
"Schul- und Sportdepartement";5010;"Schulamt";;"Saldo (+ Aufwandüberschuss/- Ertragsüberschuss)";"640’758’773.53";"662’216’800";"+708’079’600";"-45’862’800";
"Schul- und Sportdepartement";5010;"Schulamt";"3000 0000";"Löhne der Behörden";"1’403’748.80";"1’389’100";"1’412’400";"-23’300";
"Schul- und Sportdepartement";5010;"Schulamt";"3001 0000";"Vergütungen an Behörden und Kommissionen";"3’058’387.15";"3’624’100";"3’374’500";"+249’600";"Geringere Kosten (gemäss Rechnung 2011) für Sitzungsgelder, Schulbesuche und im Monatslohn entschädigte FunktionsträgerInnen lässt eine Budgetreduktion zu."
"Schul- und Sportdepartement";5010;"Schulamt";"3010 0000";"Löhne des Verwaltungs- und Betriebspersonals";"133’936’862.60";"135’001’600";"151’716’600";"-16’715’000";"Im ZK I 2012 wurden 120 zusätzliche Betreuungsstellen beantragt, darauf aufbauend erfolgt im Budget 2013 eine Zunahme von insgesamt 100.7 Stellen. Einerseits für den Ausbau von Betreuungsplätzen (+ 81.5 Stellen), andererseits zusätzliche Stellen bei den Sonderschulen (Betreuung 11.3; Hausdienst 0.5). Die weiteren 7.4 Stellen verteilen sich hauptsächlich auf die Bereiche KSP, Verwaltung und SchülerInnenheime (Übernahme des Personals eines Hauses, welches bis anhin vom SV Service geführt wurde). Die Verwaltungsinformatik der Dienstabteilungen wird künftig weitgehend unter eine zentrale Führung im Departementssekretariat gestellt. Dadurch sollen insbesondere die Prozessteuerung in der IT-Entwicklung erleichtert sowie allfällige dienstabteilungsübergreifenden Synergien besser ausge-schöpft werden. Mit dieser Massnahme folgt das SSD einer Empfehlung der OIZ. Der Vollzug der Zentralisierung erfordert die Verschiebung von 6.4 Stellenwerten und entsprechenden Sachkosten in die Zentrale Verwaltung des SSD."
"Schul- und Sportdepartement";5010;"Schulamt";"3012 0000";"Löhne des Personals in Ausbildung";"1’634’402.25";"1’961’100";"2’347’100";"-386’000";"Die Kostensteigerung erfolgt aufgrund von zusätzlichen Ausbildungsplätzen für Fachpersonen Betreuung (FABE) in den Betreuungseinrichtungen sowie eine zusätzliche PraktikantInnen-Stelle in der städtischen Sonderschule für Sehbehinderte."
"Schul- und Sportdepartement";5010;"Schulamt";"3018 0000";"Löhne von unselbständig erwerbenden Dritten (AHV)";"334’510.60";"224’500";;"+224’500";"Die Reduktion ist auf folgende Punkte zurückzuführen: 1. Es wird die Administration der unselbstständig erwerbstätigen Theaterpädagogen/-innen neu mit derjenigen der selbständig erwerbstätigen Theaterpädagogen/-innen vereinheitlicht (Verschiebung auf Konto 3180 0000 “Entschädigungen für Diensleistungen Dritter”). 2. Es erfolgt eine Verschiebung des Projekts PFADE in das Departementssekretariat, daher fallen diesbezüglich im Schulamt keine Kosten mehr an. 3. Die Mithilfen zur Umrüstung von Schulbibliotheken werden neu über Temporärfirmen entschädigt anstatt städtisch angestellt (Verschiebung auf Konto 3080 0000 “Entschädigungen für temporäre Arbeitskräfte”)."
